年度/Year,月份/Month,日期/Date,石門風電/Shimen Wind Power,林口風電/Linkou Wind Power,蘆竹風電/Luzhu Wind Power,觀園風電/Guanyuan Wind Power,大潭風電/Datan Wind Power,新竹香山風電/Hsinchu Xiangshan Wind Power,台中港區風電/Taichung Harbor Wind Power,台中電廠風電/Taichung Power Plant Wind Power,彰工風電/Changgong Wind Power,彰化王功風電/Changhua Wanggong Wind Power,彰化永興風電/Changhua Yongxing Wind Power,雲林麥寮風電/Yunlin Mailiao Wind Power,雲林四湖風電/Yunlin Sihu Wind Power,恆春風電/Hengchun Wind Power,中屯風電/Zhongtun Wind Power,澎湖湖西風電/Penghu Huxi Wind Power,金沙風電/Jinsha Wind Power,龍門風電/Longmen Wind Power,每日發電量(度)/Daily Power Generation(kWh)
2017,8,5,21934,29548,37488,272773,178740,6748,50174,1050,125043,31153,0,60973,33134,24321,8277,8265,22444,0,912065
2017,8,6,27235,36024,45269,352369,216100,4716,79180,2340,181870,44355,0,99389,57336,56048,12974,12534,25349,0,1253088
2017,8,7,23467,35416,38104,324737,206938,13032,92188,2170,261237,69198,0,138146,101253,32708,18597,14085,31386,0,1402662
2017,8,8,19039,40724,53319,436423,236602,15531,136734,5930,424925,134623,0,245308,134157,43863,23731,17806,50818,0,2019533
2017,8,9,33129,64584,96425,553503,280802,34359,135130,5260,447109,132989,0,207938,114067,65162,21524,15042,55024,0,2262047
2017,8,10,24889,42228,77457,508984,249615,53504,122618,6640,340785,92863,0,151913,121393,76577,25322,18219,49755,0,1962762
2017,8,11,7148,20060,42134,294171,166164,50338,72090,3120,187681,46959,0,90163,59270,43391,11996,11803,27275,0,1133763
2017,8,12,5841,18800,20096,134204,73282,22661,41535,820,94076,26110,0,33387,36119,28226,6583,6495,32851,0,581086
2017,8,13,1238,19500,21649,166721,107229,32811,63469,1840,162176,42377,0,70554,67712,24313,13080,11267,36750,0,842686
2017,8,14,4006,26304,32679,203255,153469,50796,76206,2400,190409,47148,0,72354,52288,26443,9571,10183,35714,0,993225
2017,8,15,5332,21032,25646,138754,87714,30055,46368,1880,129648,33348,0,46409,45927,17564,9393,8053,16860,0,663983
2017,8,16,1450,14548,7657,76972,30375,14391,31562,1820,68188,21301,0,30213,36923,4905,7159,7567,13346,0,368377
2017,8,17,710,220,1452,9807,2444,1761,1840,480,19381,7148,0,4391,5579,605,842,320,5983,0,62963
2017,8,18,1156,148,942,728,708,1059,920,350,17017,6474,0,5692,7056,2921,190,212,4942,0,50515
2017,8,19,973,168,940,3216,635,1023,220,10,4307,3075,0,8304,9362,3545,298,301,5138,0,41515
2017,8,20,2684,2168,3448,11374,2888,2186,1984,600,23057,5665,0,7227,7944,3116,413,450,3057,0,78261
2017,8,21,20579,58612,55398,363883,143359,60992,220896,19550,605134,228244,0,390960,286217,23579,46132,41421,27964,0,2592920
2017,8,22,34952,84592,88694,329620,104247,9548,4990,830,44047,19317,0,31014,37941,77072,30251,29205,73611,0,999931
2017,8,23,4258,3024,1189,1540,3293,3836,4630,320,17530,5778,0,16163,36326,23832,25727,19254,7843,0,174543
2017,8,24,888,1304,2871,8975,3330,3123,18010,1790,69895,17262,0,20210,12929,1408,1511,1128,403,0,165037
2017,8,25,9741,6032,5052,12925,3159,1457,3730,980,40242,12364,0,23075,23702,19798,478,604,524,0,163863
2017,8,26,21495,49860,36394,64278,9425,1436,6500,820,37419,10803,0,15999,8274,55855,253,86,27871,0,346768
2017,8,27,4497,14848,10610,35359,12413,3197,8950,1210,58930,20043,0,11583,16667,16019,8141,6923,5310,0,234700
2017,8,28,3287,29904,27451,1575,52097,22238,52450,4460,204887,63952,0,97782,98670,13025,4868,4591,1620,0,682857
2017,8,29,15509,49056,51325,2597,165695,21919,78680,6460,273309,90831,0,129207,87460,29351,24978,21766,28532,0,1076675
2017,8,30,13836,51456,49770,0,169604,19741,126690,9760,301136,91244,0,95095,60388,47141,24507,17769,56060,0,1134197
2017,8,31,32678,75232,81461,0,258874,22220,79200,4420,240666,52993,0,67251,28629,65497,57607,52449,64456,0,1183633
2017,9,1,43742,42968,53377,202865,247577,39262,34920,1150,67237,13112,0,2679,2122,96530,72063,97733,87534,0,1104871
2017,9,2,27671,22948,17816,181274,170540,12838,10850,980,39042,10224,0,3282,3448,7867,19544,25641,76142,0,630107
2017,9,3,1777,7836,6111,36575,20797,3174,9700,570,26400,9474,0,39867,69946,9906,9538,13161,38515,0,303347
2017,9,4,124,580,1072,7551,2141,1876,3240,470,20259,8978,0,21399,12234,3114,735,802,1184,0,85759
2017,9,5,4951,16084,15137,75537,16213,2073,23430,2260,99247,28854,0,54018,48147,12079,830,1244,491,0,400595
2017,9,6,8736,9356,9421,45913,28997,1465,15360,1150,59431,23146,0,52393,66016,67314,4440,4648,930,0,398716
2017,9,7,3110,10852,3557,61024,49335,4019,29200,2240,211296,94897,0,258777,203467,13977,29774,30509,2808,0,1008842
2017,9,8,1568,9940,6148,59730,47723,7876,17970,1040,67926,20908,0,39845,27748,2288,5503,5601,13278,0,335092
2017,9,9,770,612,643,947,277,65,350,0,5407,3701,0,7363,5454,6,466,202,3413,0,29676
2017,9,10,410,528,1442,11261,2856,388,1240,420,18411,6076,0,9774,6707,1889,467,446,6522,0,68837
2017,9,11,863,4540,5308,28243,6888,686,2550,340,6251,2343,0,2979,1810,3392,245,145,6433,0,73016
2017,9,12,22313,48964,62984,319717,138119,29019,102146,7870,356555,95387,0,124854,62598,25784,38871,31556,39551,0,1506288
2017,9,13,52015,92320,121834,565870,216297,43125,293124,26800,919581,338999,0,498552,309925,6133,92783,108090,71613,0,3757061
2017,9,14,39990,21044,27414,116368,22025,7096,193784,17440,919952,255749,0,411000,247158,28235,52433,58936,3985,0,2422609
2017,9,15,26300,24872,16362,61546,21544,1048,1486,100,6102,4305,0,12273,29293,70373,2885,3009,7378,0,288876
2017,9,16,0,4476,4487,16164,9980,2440,9950,1010,49480,13833,0,17854,19177,34471,181,207,1376,0,185086
2017,9,17,1513,18492,17792,121060,53345,12929,55320,4100,193220,44490,0,61408,46090,9187,5388,4962,6466,0,655762
2017,9,18,14051,20908,13125,203487,89811,18744,127690,10950,557331,158039,0,217350,146662,26295,48879,21807,22714,0,1697843
2017,9,19,1668,148,897,2146,804,153,11350,1400,70261,21633,0,21079,36842,23006,4866,6059,4359,0,206671
2017,9,20,297,2324,2885,12146,2618,597,9920,1290,63994,23472,0,32995,41687,11492,2083,2309,1307,0,211416
2017,9,21,483,732,1867,5562,2622,395,1250,480,19312,5198,0,4465,2676,7108,207,316,1082,0,53755
2017,9,22,2384,3672,7885,66274,24915,12520,35630,3840,188211,44408,0,60356,43150,4207,3958,3169,5373,0,509952
2017,9,23,8973,748,2177,21359,5721,258,13440,1800,93059,28297,0,45224,45975,35325,8649,6694,12064,0,329763
2017,9,24,242,4188,4004,16966,5361,536,2960,640,27143,9789,0,15352,14319,18518,1688,1325,2396,0,125427
2017,9,25,6256,9348,6599,41862,10776,511,940,260,9639,3467,0,3363,4318,2514,263,238,5764,0,106118
2017,9,26,3127,13232,8461,81262,28443,4633,11100,940,26569,6937,0,6555,8280,2018,1673,1002,8723,0,212955
2017,9,27,6558,16648,13636,94628,3592,9303,11580,1040,31960,9160,0,4490,15312,1866,5578,4743,11958,0,242052
2017,9,28,5328,6012,7923,49778,13355,1561,10274,1720,68485,15888,0,24186,22970,3111,2180,2693,6908,0,242372
2017,9,29,24954,79936,93064,524846,171474,40382,216586,17080,590244,135450,0,365008,253321,13003,55868,44997,37803,0,2664016
2017,9,30,20396,81252,73469,232208,60642,245,2970,220,16076,4920,0,7922,8950,43026,29476,24281,35916,0,641969
2017,10,1,2535,8304,8212,13158,3531,1994,7320,870,39669,5782,0,12860,13201,24659,344,449,5721,0,148609
2017,10,2,786,224,1406,4481,2260,292,1170,320,13012,7680,0,7498,8906,4603,268,266,5838,0,59010
2017,10,3,27952,75032,84437,386799,159700,59620,156336,11010,448102,96448,0,151750,98533,5159,18648,20151,31004,0,1830681
2017,10,4,57274,125788,141946,643231,288210,98029,314003,21980,987821,299393,0,422499,170853,35064,84265,119948,86206,0,3896510
2017,10,5,53368,96096,110947,627090,270810,21694,193961,13980,675127,165007,0,241958,225342,38242,89072,102540,48473,0,2973707
2017,10,6,54720,85184,111176,655309,281050,13764,160370,10740,474101,137040,0,190123,161016,25243,90034,59276,38864,0,2548010
2017,10,7,61735,117240,142078,659428,307897,41589,214170,15820,591274,172435,0,200426,79119,71682,86055,62715,86866,0,2910529
2017,10,8,60611,123100,139872,603916,297992,27908,188830,12250,459536,114493,0,149654,73397,99061,108309,76877,90850,0,2626656
2017,10,9,34689,91792,68518,524832,274370,2233,1970,20,12564,6426,0,18185,11709,78727,7310,2660,90176,0,1226181
2017,10,10,29587,108064,76788,497299,245915,903,380,100,8204,4960,0,5995,8516,77610,16892,5065,83746,0,1170024
2017,10,11,38939,69168,70225,464108,270346,27204,78306,4100,176522,44491,0,45801,43284,73553,43761,25446,89028,0,1564282
2017,10,12,55475,109080,138128,554048,284514,67850,352714,26300,917603,319096,0,508977,290440,89803,75425,62501,94986,0,3946940
2017,10,13,21599,139168,168398,575864,326411,100681,385882,2520,440605,545079,0,399941,450068,84720,76739,52030,95944,0,3865649
2017,10,14,33153,124668,144926,514660,313053,37719,106444,170,300285,131185,0,156876,115047,94727,84839,49169,95158,0,2302079
2017,10,15,10652,21044,15340,31686,13738,53,20030,0,118564,29280,0,62614,57258,77890,48133,25341,77740,0,609363
2017,10,16,25666,55628,56315,291570,131804,25903,207532,8810,607882,217535,0,333800,191366,23778,91662,47969,42493,0,2359713
2017,10,17,59127,140252,119440,676873,344227,105115,442022,34630,918015,403598,0,555275,322261,51277,108354,67731,83172,0,4431369
2017,10,18,43197,136212,114825,705559,327474,96147,505300,38397,1271267,512193,0,740926,453781,42766,106186,60088,49664,0,5203982
2017,10,19,53016,135428,115794,701683,331264,119878,499831,40313,1311519,554676,0,890910,591656,36929,106611,60406,72872,0,5622786
2017,10,20,59538,135144,125274,714516,321574,105846,512421,42380,1096786,563162,0,888981,639330,60871,110748,60346,39786,0,5476703
2017,10,21,59936,137296,136369,701207,289037,79911,497794,29090,1187715,564223,0,936198,657898,13077,91475,60045,48922,0,5490193
2017,10,22,26388,43580,45544,304931,103564,59658,436794,25550,1357863,538195,0,856516,564206,17644,73954,54184,25648,0,4534219
2017,10,23,34811,68740,62704,500209,179234,56960,404953,33800,1294989,442560,0,629915,353427,55777,70849,54473,46426,0,4289827
2017,10,24,51850,73920,74899,483047,216767,80496,377516,30400,1088939,378788,0,592676,372819,79851,82494,57938,66442,0,4108842
2017,10,25,42322,63840,73429,482846,247325,89783,360104,28560,1125719,394711,0,577543,352722,90609,105482,57602,71646,0,4164243
2017,10,26,28123,41976,48457,414106,176509,62468,340198,27940,1129054,405168,0,617786,382618,60260,111854,68421,47351,0,3962289
2017,10,27,37351,69004,92293,565278,192094,72273,435619,35280,1289601,541339,0,883344,566064,12404,113367,74885,46171,0,5026367
2017,10,28,33176,64008,75511,456897,134433,51757,351988,22910,1319218,494535,0,774593,483942,1761,113342,69221,13288,0,4460580
2017,10,29,46832,110848,120882,669970,250320,100539,458000,28660,937714,527281,0,633958,509499,56702,113718,81158,59595,0,4705676
2017,10,30,50550,131580,125562,664418,315474,126573,498772,38250,1082316,505119,0,547811,515838,73299,99859,82570,92360,0,4950351
2017,10,31,44953,54648,64212,488412,251298,68409,211526,14550,677657,168529,0,272435,176216,64928,91266,67152,55680,0,2771871
2017,11,1,41981,59512,83003,645701,231465,26739,136830,8940,454256,126580,0,214922,192888,26275,94648,42349,17303,0,2403392
2017,11,2,8652,39432,51166,437222,123462,16051,232923,12480,804519,253970,0,451420,265474,16960,84839,44024,17807,0,2860401
2017,11,3,29527,89904,114717,601784,237271,36686,424347,0,1259326,488055,0,858174,560277,37851,106186,70574,52031,0,4966710
2017,11,4,46733,129136,153069,636830,337475,85629,332473,0,493408,554919,0,679182,597840,34163,108354,72486,95932,0,4357629
2017,11,5,43213,122344,130585,635876,338021,38329,338537,0,1164775,389405,0,591004,335036,42319,106611,80932,90888,0,4447875
2017,11,6,21455,41776,34078,164965,67739,2122,49040,0,336581,120854,0,196614,149146,52377,86055,57348,24183,0,1404333
2017,11,7,11953,29308,29202,180814,55277,21604,95630,0,311304,96216,0,106718,85616,29116,85930,30018,4333,0,1173039
2017,11,8,40405,124432,131493,637754,302289,128731,481734,22378,1294275,495738,0,737350,482039,21833,57499,72250,38401,0,5068601
2017,11,9,39757,119592,136017,633739,332641,77504,341899,22040,1044424,337715,0,414118,253772,59704,110748,78672,23994,0,4026336
2017,11,10,15593,58092,55769,298380,94695,26580,118646,9290,456668,176351,0,281441,175625,37655,107980,53114,14585,0,1980464
2017,11,11,32434,129188,145572,670059,278747,91293,430340,35370,1202493,462100,0,632283,312944,33513,114223,80035,23313,0,4673907
2017,11,12,21439,90116,107484,656019,263342,34378,340896,25150,1079518,328350,0,537218,287089,25148,113968,81380,23978,0,4015473
2017,11,13,16699,33964,44784,340810,121332,15894,237763,4510,880688,311959,0,502412,315278,11994,92254,26734,16919,0,2973994
2017,11,14,8736,58916,60017,428313,144140,29350,314320,16566,1008682,321587,0,486472,263532,4386,86765,6638,14022,0,3252442
2017,11,15,12354,36592,51780,425571,178059,37038,250160,18700,882291,267560,0,382390,204051,21650,111334,49486,18207,0,2947223
2017,11,16,11775,18056,17731,226713,63516,8618,54100,5400,310065,100942,0,144733,108717,9317,65989,40791,11168,0,1197631
2017,11,17,2070,1096,2391,13801,3972,1269,240,0,13848,6939,0,11483,7475,1323,2945,2678,1895,0,73425
2017,11,18,32014,96020,110191,456252,173004,74214,298626,23510,401800,315805,0,450114,392485,36886,23797,67720,17342,0,2969780
2017,11,19,29062,89900,98964,489089,238097,53314,272474,16490,995970,384762,0,603127,424069,57961,56146,123708,24302,0,3957435
2017,11,20,23976,97168,115988,553557,200112,53143,371704,23960,1120145,426655,0,667206,431187,38166,62746,122113,23986,0,4331812
2017,11,21,14879,30332,37392,374753,137858,20941,214902,15190,835554,281128,0,417381,248313,34054,48780,102391,18579,0,2832427
2017,11,22,16481,77624,84713,443071,138589,51821,418947,33842,1213925,458616,0,756299,486096,7383,53101,95108,13953,0,4349569
2017,11,23,29303,129152,144811,653712,251268,87844,525217,40108,1159447,543951,0,736041,569495,101036,86835,120611,23998,0,5202829
2017,11,24,33527,119088,140916,643016,282736,92342,456444,37700,1283020,513589,0,726020,513931,100455,87160,117985,23999,0,5171928
2017,11,25,23153,16384,85583,442830,158902,45847,335170,27220,1093217,411409,0,627767,468432,40182,91632,123074,22526,0,4013328
2017,11,26,22378,0,72380,403161,133737,39329,337647,29960,1132928,420694,0,706083,471090,51148,103240,106271,12973,0,4043019
2017,11,27,35803,0,130128,592215,266079,30746,401295,34090,1134854,410083,0,712062,445157,96504,114319,118859,23804,0,4545998
2017,11,28,21115,0,23738,67930,16577,9100,75970,7380,342023,94982,0,159965,124254,60977,78303,60232,18063,0,1160609
2017,11,29,10952,0,19372,98957,26537,2902,47896,5400,264702,86959,0,118954,48366,30301,30390,22262,13212,0,827162
2017,11,30,44186,0,166540,673870,292677,116678,480982,41110,1208651,527726,0,873678,531886,46515,107181,109620,24012,0,5245312
2017,12,1,45172,0,163580,714014,354902,137534,453382,38230,689765,564137,0,832771,629841,87314,110515,126444,24259,0,4971860
2017,12,2,43386,0,148178,686207,342990,141123,459135,41136,1262641,557996,0,908591,593659,81300,110994,127230,23999,0,5528565
2017,12,3,26672,0,118882,665915,311800,102811,505485,44484,1286805,552376,0,941700,572429,51346,114948,124116,21690,0,5441459
2017,12,4,33589,0,129061,635712,280702,110298,493251,36720,1067835,559757,0,875887,608783,76629,115421,127127,24007,0,5174779
2017,12,5,41054,0,147267,691622,320452,131006,475407,41080,1176945,505869,0,859331,565552,105925,112853,119826,24085,0,5318274
2017,12,6,18248,0,51192,410320,208605,57201,160772,14050,771668,237499,0,364075,214796,67716,100771,107219,23990,0,2808122
2017,12,7,15858,0,38568,436492,171948,41300,214240,16290,741219,222472,0,40394,280902,18442,101430,94367,19023,0,2452945
2017,12,8,42063,0,156195,686049,276816,112657,417189,27030,667769,555683,0,0,621330,56815,116136,119523,24024,0,3879279
2017,12,9,21446,0,43588,313525,126584,30261,151721,2200,565364,176351,0,0,195688,48665,95091,86830,18599,0,1875913
2017,12,10,10267,0,38294,193389,73794,26574,164109,13280,544457,189322,0,0,229803,4663,43129,39875,5502,0,1576458
2017,12,11,38987,12604,142575,598690,315972,110824,436963,37520,1198086,512493,0,0,548649,73564,115971,114941,23991,0,4281830
2017,12,12,42616,43960,77269,506027,270895,44552,158558,13070,746022,273792,0,0,292295,51293,115597,119820,23998,0,2779764
2017,12,13,46847,85848,138643,634368,333883,78231,262640,21840,871601,338887,0,1200,355632,44641,115752,126993,24213,0,3481219
2017,12,14,37490,83532,93083,620299,325508,25096,186539,14040,692463,236472,0,316379,250400,37759,112120,123551,23998,0,3178729
2017,12,15,14131,48748,41139,255524,129866,7880,81669,7930,460155,164528,0,227477,212745,26799,78951,82886,13462,0,1853890
2017,12,16,40698,123116,149145,669145,282415,140884,374482,29750,763198,521789,0,523993,533612,21329,111918,117846,22268,0,4425588
2017,12,17,45785,118636,145072,633426,265498,154237,292107,16070,722731,522661,0,628534,581433,37679,90746,113514,24119,0,4392248
2017,12,18,40059,115984,142051,671926,271193,129939,510410,38280,1299281,534008,0,759846,590344,36023,86769,113841,23931,0,5363885
2017,12,19,44983,133584,164447,699376,296132,154661,455683,28730,332216,563621,0,418885,611442,32465,86254,126934,24328,0,4173741
2017,12,20,40325,116292,139017,678228,303461,132917,470399,27970,713084,562370,0,595868,635517,20376,92356,127082,24001,0,4679263
2017,12,21,43912,135268,156023,656463,338969,77308,397062,23720,1241091,456805,0,631401,396914,50093,105598,123763,24012,0,4858402
2017,12,22,34179,70112,49966,243640,119986,709,19298,1560,110962,30199,0,38378,59973,66303,75495,56296,21553,0,998609
2017,12,23,12218,8100,5527,13991,4403,182,2660,580,44578,6872,0,18537,14397,28407,18720,16054,1374,0,196600
2017,12,24,15656,37932,45447,219415,85201,48261,214120,15220,670259,218229,0,385272,289904,20517,47078,45255,12471,0,2370237
2017,12,25,39399,130256,143625,644940,276556,100212,463332,29570,1153954,540168,0,727120,524032,84304,103772,114796,24021,0,5100057
2017,12,26,28145,76896,82362,500781,229159,47526,212531,17110,847225,222680,0,415758,262294,76581,98821,114458,23060,0,3255387
2017,12,27,36116,93040,76823,457073,266493,19907,76466,5610,336950,100340,0,90560,100341,78679,104817,98976,23993,0,1966184
2017,12,28,16249,47900,36498,86072,34006,782,10920,1030,58928,19847,0,15768,17874,55967,34619,25096,14566,0,476122
2017,12,29,22367,79912,94773,546166,185885,72446,385370,28630,1073094,389960,0,637822,393420,18516,103407,97944,18609,0,4148321
2017,12,30,15108,59812,73974,502972,198026,56169,221167,15960,718580,248499,0,364074,271179,14478,106953,94780,21127,0,2982858
2017,12,31,34504,112808,133716,578082,289639,122785,527361,39580,1371470,550110,0,850028,512142,38869,115065,125515,22344,0,5424018
2018,1,1,33248,78784,87003,545470,268331,52536,346712,27030,1194282,419371,0,647176,389461,80734,114430,120540,23997,0,4429105
2018,1,2,28525,83440,87829,213543,82944,4088,57950,5400,363444,138074,0,236963,207949,74398,95027,88702,23735,0,1792011
2018,1,3,24326,64608,49126,88497,34125,1170,3150,950,91007,31319,0,25354,18708,64231,28735,20139,22413,0,567858
2018,1,4,4998,12708,10911,101285,31797,22685,119678,9620,467460,140900,0,201835,110633,34641,68755,64557,12455,0,1414918
2018,1,5,25845,84476,98187,464776,177138,59622,303428,22426,991433,338244,0,523657,290058,27358,67744,83336,16477,0,3574205
2018,1,6,37146,62380,89637,628276,240174,22334,149654,11994,712253,203862,0,312912,225094,42630,99238,117715,23396,0,2978695
2018,1,7,25274,61560,69129,279451,134548,49534,194940,11930,667397,196593,0,300872,192814,49028,60677,62652,4634,0,2361033
2018,1,8,11795,52284,61634,254456,85154,39641,97168,7210,294828,93626,0,155402,140644,19741,27208,28907,8819,0,1378517
