核准年月,行業代碼,行業名稱,件數,金額-千美元
8109,C28,電力設備製造業,1,23349
8109,C29,機械設備製造業,1,5760
8109,F41,建築工程業,0,5427
8109,H54,郵政及快遞業,2,79
8109,I56,餐飲業,8,12092
8109,K64,金融中介業,0,2024
8109,M69,法律及會計服務業,7,7181
8110,C08,食品製造業,4,6373
8110,C11,紡織業,0,157
8110,C15,紙漿、紙及紙製品製造業,0,5705
8110,C18,化學材料製造業,1,3965
8110,C23,非金屬礦物製品製造業,0,1790
8110,C25,金屬製品製造業,0,452
8110,C28,電力設備製造業,4,36428
8110,C29,機械設備製造業,3,8630
8110,D35,電力及燃氣供應業,3,2449
8110,F41,建築工程業,1,905
8110,H54,郵政及快遞業,1,7014
8110,I56,餐飲業,12,12412
8110,K64,金融中介業,0,6080
8110,M69,法律及會計服務業,5,1226
8111,C08,食品製造業,1,20345
8111,C11,紡織業,0,60
8111,C15,紙漿、紙及紙製品製造業,0,5232
8111,C18,化學材料製造業,0,4753
8111,C21,橡膠製品製造業,0,1348
8111,C25,金屬製品製造業,0,11
8111,C28,電力設備製造業,5,12718
8111,C29,機械設備製造業,2,7367
8111,H54,郵政及快遞業,0,3598
8111,I56,餐飲業,17,21011
8111,K64,金融中介業,1,26523
8111,M69,法律及會計服務業,5,13697
8112,C08,食品製造業,2,118
8112,C11,紡織業,0,138
8112,C13,皮革、毛皮及其製品製造業,0,446
8112,C14,木竹製品製造業,1,1669
8112,C18,化學材料製造業,1,30094
8112,C21,橡膠製品製造業,0,1461
8112,C23,非金屬礦物製品製造業,0,2358
8112,C25,金屬製品製造業,1,2732
8112,C28,電力設備製造業,9,50461
8112,C29,機械設備製造業,4,3043
8112,F41,建築工程業,1,276
8112,H54,郵政及快遞業,1,464
8112,I56,餐飲業,19,18854
8112,K64,金融中介業,4,16028
8112,M69,法律及會計服務業,6,151552
8201,C0811,屠宰業,0,2457
8201,C0812,冷凍冷藏肉類製造業,1,15417
8201,C0840,食用油脂製造業,0,652
8201,C089,其他食品製造業,1,161
8201,C0920,非酒精飲料製造業,1,196
8201,C182,石油化工原料製造業,1,825
8201,C1940,化粧品製造業,0,0
8201,C2321,耐火材料製造業,0,549
8201,C2711,電腦製造業,0,4347
8201,C2721,電話及手機製造業,0,2123
8201,C2831,電線及電纜製造業,0,78
8201,C2842,照明器具製造業,0,1837
8201,C2859,其他家用電器製造業,0,826
8201,C2912,金屬切削工具機製造業,0,393
8201,C3110,船舶及其零件製造業,0,720
8201,C3314,文具製造業,0,462
8201,F429,其他土木工程業,1,106
8201,G45,批發業,7,2237
8201,G4622,化學製品批發業,0,41
8201,G4741,家庭電器零售業,1,397
8201,G4829,其他燃料零售業,0,981
8201,G4852,其他全新商品零售業,1,5
8201,I5610,餐館業,0,472
8201,J5920,聲音錄製及音樂出版業,1,981
8201,J6100,電信業,0,71
8201,J6202,電腦系統整合服務業,1,6229
8201,K6412,銀行業,0,100
8201,K6611,證券商,0,65
8201,K6631,投資顧問業,0,392
8201,K6640,基金管理業,0,3919
8201,M7020,管理顧問業,0,98
8201,M7311,一般廣告業,1,148
8201,N8209,其他業務及辦公室支援服務業,2,1513
8202,C0862,磨粉製品製造業,0,797
8202,C1409,其他木竹製品製造業,0,0
8202,C182,石油化工原料製造業,0,5695
8202,C1850,人造纖維製造業,0,983
8202,C1990,其他化學製品製造業,0,3919
8202,C2002,西藥製造業,0,5677
8202,C2003,生物藥品製造業,1,1734
8202,C2491,其他基本金屬鑄造業,0,2740
8202,C2522,金屬建築組件製造業,0,1289
8202,C2599,未分類其他金屬製品製造業,0,2158
8202,C2611,積體電路製造業,0,96
8202,C2692,電子管製造業,0,58960
8202,C2711,電腦製造業,0,6484
8202,C2719,其他電腦週邊設備製造業,1,1156
8202,C2721,電話及手機製造業,1,6107
8202,C2730,視聽電子產品製造業,1,1156
8202,C2831,電線及電纜製造業,0,7381
8202,C3132,自行車零件製造業,0,321
8202,C3313,樂器製造業,0,77
8202,G45,批發業,9,3182
8202,G4731,布疋零售業,1,20
8202,G4732,服裝及其配件零售業,2,196
8202,G4831,電腦及其週邊設備、軟體零售業,1,12
8202,H5301,普通倉儲業,0,193
8202,K6412,銀行業,0,100
8202,K6510,人身保險業,0,41
8202,K6632,信託服務業,1,2564
8202,M7020,管理顧問業,2,1257
8202,N7713,辦公用機械設備租賃業,0,78
8202,N8209,其他業務及辦公室支援服務業,2,940
8203,C1211,梭織外衣製造業,1,1541
8203,C2599,未分類其他金屬製品製造業,1,692
8203,C2711,電腦製造業,0,96
8203,C2760,輻射及電子醫學設備製造業,0,98
8203,C2842,照明器具製造業,1,38
8203,C2851,家用空調器具製造業,0,3436
8203,C2937,污染防治設備製造業,0,963
8203,C3314,文具製造業,2,311
8203,E39,污染整治業,0,995
8203,F4340,最後修整工程業,1,909
8203,G45,批發業,9,2606
8203,G4510,商品經紀業,1,31
8203,G4611,木製建材批發業,0,1257
8203,G4711,食品飲料為主之綜合商品零售業,0,2039
8203,G4831,電腦及其週邊設備、軟體零售業,1,3827
8203,J5920,聲音錄製及音樂出版業,0,203
8203,K6412,銀行業,0,222
8203,K6551,保險代理及經紀業,1,192
8203,M7020,管理顧問業,0,0
8203,N8209,其他業務及辦公室支援服務業,1,340
8204,C0862,磨粉製品製造業,1,103
8204,C087,動物飼料配製業,1,10547
8204,C089,其他食品製造業,0,3
8204,C1990,其他化學製品製造業,0,4319
8204,C2204,工業用塑膠製品製造業,0,1152
8204,C2313,玻璃纖維製造業,1,16629
8204,C2332,預拌混凝土製造業,0,1149
8204,C2599,未分類其他金屬製品製造業,0,806
8204,C2692,電子管製造業,1,1363
8204,C2711,電腦製造業,1,447
8204,C2760,輻射及電子醫學設備製造業,1,4923
8204,C281,發電、輸電、配電機械製造業,0,778
8204,C2831,電線及電纜製造業,0,448
8204,C2929,未分類其他專用機械設備製造業,0,4103
8204,F4331,機電、電信及電路設備安裝業,2,192
8204,G45,批發業,5,20388
8204,H5233,航空貨運承攬業,0,58
8204,I5610,餐館業,1,772
8204,K6631,投資顧問業,1,154
8204,K6632,信託服務業,1,1303
8204,M7020,管理顧問業,0,139
8204,M7609,未分類其他專業、科學及技術服務業,1,69
8204,N7900,旅行業,1,211
8204,N8209,其他業務及辦公室支援服務業,1,613
8204,S9620,理髮及美容業,2,239
8205,A0114,蔬菜栽培業,1,386
8205,C1112,毛紡紗業,0,3775
8205,C1211,梭織外衣製造業,0,4628
8205,C1990,其他化學製品製造業,0,604
8205,C2002,西藥製造業,0,2117
8205,C2391,工業及研磨材料製造業,0,327
8205,C2491,其他基本金屬鑄造業,0,58
8205,C254,金屬加工處理業,0,2020
8205,C2544,金屬表面處理業,1,0
8205,C2611,積體電路製造業,1,1884
8205,C2692,電子管製造業,2,582
8205,C2711,電腦製造業,0,1351
8205,C2719,其他電腦週邊設備製造業,1,231
8205,C2721,電話及手機製造業,0,42
8205,C2752,鐘錶製造業,0,77
8205,C281,發電、輸電、配電機械製造業,0,1099
8205,C2831,電線及電纜製造業,1,1771
8205,C2854,家用電扇製造業,1,1920
8205,C2859,其他家用電器製造業,1,115
8205,C2929,未分類其他專用機械設備製造業,1,2388
8205,C3010,汽車製造業,0,4408
8205,C3030,汽車零件製造業,1,447
8205,C3132,自行車零件製造業,1,2233
8205,C3399,其他未分類製造業,0,60
8205,F429,其他土木工程業,1,2775
8205,F4331,機電、電信及電路設備安裝業,0,116
8205,G45,批發業,13,5872
8205,G4729,其他食品及飲料、菸草製品零售業,1,50
8205,G4733,鞋類零售業,0,444
8205,G4744,鐘錶及眼鏡零售業,0,69
8205,G4810,建材零售業,1,805
8205,G4831,電腦及其週邊設備、軟體零售業,1,68
8205,I5690,其他餐飲業,0,0
8205,J6202,電腦系統整合服務業,0,765
8205,K6412,銀行業,0,9710
8205,K6632,信託服務業,0,36
8205,M7020,管理顧問業,1,105
8205,M7311,一般廣告業,1,98
8205,N8209,其他業務及辦公室支援服務業,2,347
8206,C0812,冷凍冷藏肉類製造業,1,2104
8206,C0813,肉品製造業,0,4968
8206,C0832,蔬果製品製造業,0,204
8206,C0891,烘焙炊蒸食品製造業,1,187
8206,C1111,棉紡紗業,0,2023
8206,C1112,毛紡紗業,0,438
8206,C1841,合成樹脂及塑膠製造業,0,640
8206,C231,玻璃及其製品製造業,0,634
8206,C2311,平板玻璃及其製品製造業,1,1576
8206,C2313,玻璃纖維製造業,0,11911
8206,C2331,水泥製造業,0,126
8206,C2512,金屬模具製造業,0,164
8206,C254,金屬加工處理業,1,3370
8206,C2544,金屬表面處理業,0,191
8206,C2692,電子管製造業,1,5623
8206,C2711,電腦製造業,1,6569
8206,C2730,視聽電子產品製造業,0,516
8206,C281,發電、輸電、配電機械製造業,0,378
8206,C2831,電線及電纜製造業,0,164
8206,C2929,未分類其他專用機械設備製造業,1,228
8206,C2939,其他通用機械設備製造業,1,3265
8206,C3030,汽車零件製造業,1,2452
8206,C3321,眼鏡製造業,1,689
8206,F4100,建築工程業,0,1194
8206,F429,其他土木工程業,0,1892
8206,F4331,機電、電信及電路設備安裝業,1,458
8206,G45,批發業,4,17407
8206,G4831,電腦及其週邊設備、軟體零售業,1,19
8206,H4940,汽車貨運業,1,10027
8206,H5101,民用航空運輸業,0,10915
8206,I5610,餐館業,0,379
8206,J5920,聲音錄製及音樂出版業,1,8098
8206,K6412,銀行業,0,17110
8206,K6551,保險代理及經紀業,1,529
8206,K6631,投資顧問業,1,19
8206,K6632,信託服務業,1,1723
8206,N8001,保全服務業,0,1618
8206,N8120,清潔服務業,1,152
8206,S,其他服務業,1,38
8207,C0812,冷凍冷藏肉類製造業,0,3106
8207,C087,動物飼料配製業,0,1181
8207,C0899,未分類其他食品製造業,1,94
8207,C1114,人造纖維加工絲業,0,1258
8207,C1151,紡織製成品製造業,0,184
8207,C1239,其他服飾品製造業,0,242
8207,C1302,鞋類製造業,0,2899
8207,C1599,未分類其他紙製品製造業,0,915
8207,C1810,基本化學材料製造業,0,7524
8207,C182,石油化工原料製造業,0,19512
8207,C1842,合成橡膠製造業,0,1091
8207,C1990,其他化學製品製造業,0,490
8207,C2002,西藥製造業,0,3632
8207,C2201,塑膠皮、板、管材製造業,0,1743
8207,C2321,耐火材料製造業,0,4899
8207,C2333,水泥製品製造業,0,374
8207,C2491,其他基本金屬鑄造業,0,379
8207,C2541,金屬鍛造業,0,307
8207,C2544,金屬表面處理業,0,285
8207,C2599,未分類其他金屬製品製造業,1,180
8207,C2692,電子管製造業,0,0
8207,C2699,未分類其他電子零組件製造業,0,1514
8207,C2711,電腦製造業,1,6227
8207,C2721,電話及手機製造業,1,1143
8207,C2730,視聽電子產品製造業,0,339
8207,C2751,量測、導航及控制設備製造業,1,38
8207,C281,發電、輸電、配電機械製造業,0,382
8207,C2820,電池製造業,0,1906
8207,C2831,電線及電纜製造業,0,2418
8207,C2832,配線器材製造業,0,113
8207,C2841,電燈泡及燈管製造業,0,1132
8207,C2851,家用空調器具製造業,0,601
8207,C2859,其他家用電器製造業,0,3516
8207,C2926,化工機械設備製造業,0,160
8207,C2935,輸送機械設備製造業,0,1927
8207,C3010,汽車製造業,0,12198
8207,C3030,汽車零件製造業,1,754
8207,C3121,機車製造業,0,918
8207,C3132,自行車零件製造業,1,271
8207,C3190,未分類其他運輸工具及零件製造業,0,188
8207,C3211,木製家具製造業,0,139
8207,D3510,電力供應業,0,334
8207,F4331,機電、電信及電路設備安裝業,0,371
8207,G45,批發業,9,11648
8207,G4531,穀類及豆類批發業,2,753
8207,G4541,蔬果批發業,1,753
8207,G4614,漆料、塗料批發業,0,92
8207,G4642,電子設備及其零組件批發業,1,38
8207,G4719,其他綜合商品零售業,0,226
8207,G4731,布疋零售業,1,188
8207,G4749,其他家庭器具及用品零售業,0,170
8207,G4829,其他燃料零售業,0,94
8207,H5101,民用航空運輸業,0,2669
8207,I5610,餐館業,2,1264
8207,J5813,書籍出版業,1,44
8207,J6010,廣播業,1,2227
8207,J6021,電視傳播業,0,2713
8207,J6202,電腦系統整合服務業,2,514
8207,K6412,銀行業,0,2133
8207,K6510,人身保險業,0,38
8207,K6520,財產保險業,0,707
8207,K6631,投資顧問業,0,170
8207,M7112,工程服務及相關技術顧問業,0,1130
8207,M7311,一般廣告業,0,1149
8207,N7713,辦公用機械設備租賃業,0,912
8207,N7900,旅行業,1,91
8207,N8209,其他業務及辦公室支援服務業,1,113
8207,R9031,藝術表演場所經營業,1,471
8207,R9321,遊樂園及主題樂園,0,3311
8208,C0899,未分類其他食品製造業,1,1825
8208,C1114,人造纖維加工絲業,0,669
8208,C1302,鞋類製造業,0,136
8208,C1409,其他木竹製品製造業,0,2449
8208,C1810,基本化學材料製造業,1,1577
8208,C1920,塗料、染料及顏料製造業,0,2172
8208,C1930,清潔用品製造業,0,15061
8208,C1990,其他化學製品製造業,1,8366
8208,C2101,輪胎製造業,0,215
8208,C2204,工業用塑膠製品製造業,0,10979
8208,C2323,陶瓷衛浴設備製造業,0,1484
8208,C2411,鋼鐵冶鍊業,1,44930
8208,C2512,金屬模具製造業,1,148
8208,C253,金屬容器製造業,0,59
8208,C254,金屬加工處理業,1,3223
8208,C2544,金屬表面處理業,1,0
8208,C2599,未分類其他金屬製品製造業,0,132
8208,C2611,積體電路製造業,0,303
8208,C2699,未分類其他電子零組件製造業,1,74
8208,C2711,電腦製造業,1,2182
8208,C2729,其他通訊傳播設備製造業,0,185
8208,C2752,鐘錶製造業,1,114
8208,C2831,電線及電纜製造業,0,746
8208,C2859,其他家用電器製造業,0,2657
8208,C2929,未分類其他專用機械設備製造業,0,3096
8208,C2936,事務機械設備製造業,1,1328
8208,C2937,污染防治設備製造業,1,1372
8208,C3030,汽車零件製造業,0,13888
8208,C3121,機車製造業,0,4357
8208,F4100,建築工程業,1,186
8208,G45,批發業,6,5666
8208,G4639,其他燃料批發業,0,79
8208,G4711,食品飲料為主之綜合商品零售業,0,3711
8208,G4731,布疋零售業,1,742
8208,G4810,建材零售業,0,185
8208,G4821,加油站業,1,74
8208,H5101,民用航空運輸業,0,4909
8208,H5233,航空貨運承攬業,2,266
8208,H5290,其他運輸輔助業,0,1818
8208,J5911,影片製作業,1,93
8208,J6202,電腦系統整合服務業,1,192
8208,K6412,銀行業,0,9660
8208,K6510,人身保險業,0,7935
8208,K6520,財產保險業,0,125
8208,K6611,證券商,0,86
8208,K6631,投資顧問業,0,446
8208,M7020,管理顧問業,1,5564
8208,N8209,其他業務及辦公室支援服務業,2,360
8208,S9599,未分類其他個人及家庭用品維修業,1,4453
8209,C0812,冷凍冷藏肉類製造業,0,45
8209,C0831,冷凍冷藏蔬果製造業,0,70
8209,C0891,烘焙炊蒸食品製造業,0,223
8209,C0894,糖果製造業,0,6677
8209,C1211,梭織外衣製造業,0,3712
8209,C1841,合成樹脂及塑膠製造業,0,3345
8209,C1850,人造纖維製造業,0,2179
8209,C191,農藥及環境衛生用藥製造業,0,0
8209,C2202,塑膠膜袋製造業,0,354
8209,C2203,塑膠日用品製造業,1,1102
8209,C2491,其他基本金屬鑄造業,0,67
8209,C2522,金屬建築組件製造業,1,519
8209,C254,金屬加工處理業,0,926
8209,C2599,未分類其他金屬製品製造業,0,22
8209,C2611,積體電路製造業,1,14913
8209,C2711,電腦製造業,0,6976
8209,C2730,視聽電子產品製造業,1,2552
8209,C2842,照明器具製造業,0,6176
8209,C2851,家用空調器具製造業,0,371
8209,C2859,其他家用電器製造業,0,0
8209,C2924,紡織、成衣及皮革生產用機械設備製造業,0,447
8209,C2929,未分類其他專用機械設備製造業,0,19
8209,C3010,汽車製造業,1,2572
8209,C3030,汽車零件製造業,0,3397
8209,C3121,機車製造業,0,2839
8209,C3314,文具製造業,0,987
8209,F4100,建築工程業,0,637
8209,F4331,機電、電信及電路設備安裝業,0,297
8209,F4340,最後修整工程業,2,297
8209,G45,批發業,10,13116
8209,G4547,非酒精飲料批發業,1,182
8209,G4569,其他家庭器具及用品批發業,1,37
8209,G4622,化學製品批發業,0,1690
8209,G4719,其他綜合商品零售業,0,15396
8209,G4733,鞋類零售業,0,594
8209,G4741,家庭電器零售業,0,89
8209,G4829,其他燃料零售業,0,37
8209,H5101,民用航空運輸業,0,8819
8209,H5233,航空貨運承攬業,1,129
8209,H5301,普通倉儲業,0,7424
8209,I5510,短期住宿服務業,0,0
8209,I5610,餐館業,1,1578
8209,J6010,廣播業,0,8908
8209,J6202,電腦系統整合服務業,0,4463
8209,K6412,銀行業,0,7
8209,K6510,人身保險業,0,8844
8209,K6631,投資顧問業,1,435
8209,N8209,其他業務及辦公室支援服務業,1,15
8210,C087,動物飼料配製業,0,322
8210,C1810,基本化學材料製造業,0,4464
8210,C1940,化粧品製造業,0,3406
8210,C2002,西藥製造業,0,528
8210,C2003,生物藥品製造業,2,1990
8210,C2204,工業用塑膠製品製造業,0,744
8210,C2321,耐火材料製造業,0,2976
8210,C2412,鋼鐵鑄造業,0,625
8210,C2491,其他基本金屬鑄造業,0,1006
8210,C2512,金屬模具製造業,1,5578
8210,C254,金屬加工處理業,0,74
8210,C2541,金屬鍛造業,0,451
8210,C2699,未分類其他電子零組件製造業,1,19
8210,C2711,電腦製造業,0,373
8210,C2719,其他電腦週邊設備製造業,0,1872
8210,C2721,電話及手機製造業,1,930
8210,C2729,其他通訊傳播設備製造業,0,1265
8210,C281,發電、輸電、配電機械製造業,1,428
8210,C2831,電線及電纜製造業,0,499
8210,C2911,冶金機械製造業,0,30
8210,C2922,採礦及營造用機械設備製造業,0,9115
8210,C2924,紡織、成衣及皮革生產用機械設備製造業,0,100
8210,C2929,未分類其他專用機械設備製造業,0,24
