核准年月,行業代碼,行業名稱,件數,金額-千美元
10104,S9523,視聽電子產品及家用電器修理業,1,60.818
10104,S9599,未分類其他個人及家庭用品維修業,1,152.045
10104,S9620,理髮及美容業,1,128.2267
10105,B0700,其他礦業及土石採取業,0,169
10105,C0899,未分類其他食品製造業,1,7260.1131
10105,C1129,其他織布業,1,679.1817
10105,C1140,印染整理業,0,1052.7317
10105,C1233,紡織帽製造業,1,271.1076
10105,C1301,皮革、毛皮整製業,0,2954.4405
10105,C1309,其他皮革、毛皮製品製造業,0,1924.4225
10105,C1830,肥料製造業,1,837.0915
10105,C1920,塗料、染料及顏料製造業,1,244.5054
10105,C1990,其他化學製品製造業,2,560.3249
10105,C2003,生物藥品製造業,1,254.6931
10105,C2323,陶瓷衛浴設備製造業,0,747.0999
10105,C2329,其他陶瓷製品製造業,1,781.059
10105,C2412,鋼鐵鑄造業,3,767.6961
10105,C2422,鋁鑄造業,1,1008.5849
10105,C2511,金屬手工具製造業,0,1298.935
10105,C2512,金屬模具製造業,0,3576.2993
10105,C2592,金屬彈簧製造業,1,285.2563
10105,C2611,積體電路製造業,1,169.7954
10105,C2620,被動電子元件製造業,34,2271.5853
10105,C2649,其他光電材料及元件製造業,1,101.8773
10105,C2699,未分類其他電子零組件製造業,13,18086.9622
10105,C2711,電腦製造業,0,889.5225
10105,C2719,其他電腦週邊設備製造業,0,339
10105,C2751,量測、導航及控制設備製造業,0,337.8209
10105,C2760,輻射及電子醫學設備製造業,0,56.0325
10105,C2779,其他光學儀器及設備製造業,3,254.6935
10105,C2810,發電、輸電、配電機械製造業,0,8489.7715
10105,C2842,照明器具製造業,3,8644.2853
10105,C2859,其他家用電器製造業,0,71.3141
10105,C2927,橡膠及塑膠加工用機械設備製造業,0,2131.4942
10105,C2929,未分類其他專用機械設備製造業,5,2762.0801
10105,C2935,輸送機械設備製造業,0,71.3141
10105,C2936,事務機械設備製造業,12,3068.8486
10105,C3030,汽車零件製造業,3,2825.396
10105,C3132,自行車零件製造業,4,154.8534
10105,C3311,體育用品製造業,2,2317.7077
10105,C3313,樂器製造業,2,1205.5476
10105,C3329,其他醫療器材及用品製造業,0,604.4717
10105,C3399,其他未分類製造業,8,1236.4503
10105,F4331,機電、電信及電路設備安裝業,1,1018.7726
10105,G45,批發業,0,24867.5585
10105,G4520,綜合商品批發業,7,2127
10105,G4531,穀類及豆類批發業,0,3691.3527
10105,G4546,菸酒批發業,1,11606.3667
10105,G4551,布疋批發業,8,567.1168
10105,G4559,其他服飾品批發業,2,5603.0691
10105,G4562,家具批發業,2,390.5295
10105,G4565,鐘錶及眼鏡批發業,2,10.1878
10105,G4566,珠寶及貴金屬製品批發業,4,1205.8872
10105,G4567,清潔用品批發業,7,71.3141
10105,G4572,化粧品批發業,3,526.7055
10105,G4582,運動用品、器材批發業,0,2500.0679
10105,G4619,其他建材批發業,1,149.42
10105,G4621,化學原料批發業,0,5195.7401
10105,G4622,化學製品批發業,3,1351.5716
10105,G4641,電腦及其週邊設備、軟體批發業,8,267.2336
10105,G4642,電子設備及其零組件批發業,0,468.9149
10105,G4643,農用及工業用機械設備批發業,0,334.768
10105,G4653,汽機車零配件、用品批發業,3,1039.148
10105,G4711,食品飲料為主之綜合商品零售業,16,5990.3827
10105,G4719,其他綜合商品零售業,1,3871.3019
10105,G4729,其他食品及飲料、菸草製品零售業,0,44.826
10105,G4731,布疋零售業,1,6.7918
10105,G4841,汽車零售業,1,10085.8486
10105,G4879,未分類其他無店面零售業,1,339.5909
10105,H5232,海洋貨運承攬業,1,169.7954
10105,I5610,餐館業,9,191.8689
10105,J5812,雜誌（期刊）出版業,1,577.3044
10105,J5920,聲音錄製及音樂出版業,0,169.7954
10105,J6202,電腦系統整合服務業,0,4115.8412
10105,J6209,其他電腦系統設計服務業,1,2091.5373
10105,J6311,入口網站經營業,2,26.2844
10105,K6412,銀行業,0,6901.9926
10105,K6420,金融控股業,0,1939.0638
10105,K6510,人身保險業,1,73.9162
10105,K6619,其他證券業,2,3735.4994
10105,K6631,投資顧問業,15,78185.0227
10105,K6632,信託服務業,0,692.7654
10105,L6811,不動產租售業,7,18987.8832
10105,L6812,不動產經紀業,1,67.9182
10105,M6919,其他法律服務業,1,34.9779
10105,M7020,管理顧問業,16,1271.3558
10105,M7112,工程服務及相關技術顧問業,0,33.9591
10105,M7230,綜合研究發展服務業,0,1706.743
10105,M7311,一般廣告業,2,8.1502
10105,M7401,室內設計業,1,6.7918
10105,M7409,其他專門設計服務業,1,152.8159
10105,M7601,攝影業,1,13.5836
10105,M7602,翻譯服務業,2,20.3754
10105,M7609,未分類其他專業、科學及技術服務業,0,71.3141
10105,N7900,旅行業,1,207.1504
10105,R9020,藝術表演業,1,30.5632
10105,R9039,其他藝術表演輔助服務業,3,81.5018
10105,R9329,其他娛樂及休閒服務業,1,10.1877
10105,S9523,視聽電子產品及家用電器修理業,1,178.2852
10105,S9599,未分類其他個人及家庭用品維修業,1,237.7136
10105,S9620,理髮及美容業,1,84.8977
10106,B0700,其他礦業及土石採取業,1,30.409
10106,C0891,烘焙炊蒸食品製造業,1,15.2045
10106,C0894,糖果製造業,0,228.0675
10106,C0899,未分類其他食品製造業,2,342.8615
10106,C1121,棉梭織布業,0,171.601
10106,C1520,紙容器製造業,0,3953.1701
10106,C1841,合成樹脂及塑膠製造業,0,1440.9609
10106,C1920,塗料、染料及顏料製造業,1,9.1227
10106,C2002,西藥製造業,2,3344.9902
10106,C2003,生物藥品製造業,2,924.4336
10106,C2204,工業用塑膠製品製造業,1,152.045
10106,C2209,其他塑膠製品製造業,1,2353.047
10106,C2311,平板玻璃及其製品製造業,0,441.265
10106,C2329,其他陶瓷製品製造業,1,592.9755
10106,C2412,鋼鐵鑄造業,0,147.1046
10106,C2422,鋁鑄造業,1,91.227
10106,C2591,螺絲、螺帽及鉚釘製造業,1,7.6023
10106,C2611,積體電路製造業,0,912.27
10106,C2649,其他光電材料及元件製造業,0,546
10106,C2692,電子管製造業,0,409.1087
10106,C2699,未分類其他電子零組件製造業,8,6842.9675
10106,C2711,電腦製造業,0,818.3873
10106,C2719,其他電腦週邊設備製造業,1,122.4658
10106,C2730,視聽電子產品製造業,0,30.409
10106,C2820,電池製造業,1,106.4315
10106,C2832,配線器材製造業,0,3.9164
10106,C2842,照明器具製造業,2,1873.1945
10106,C2859,其他家用電器製造業,0,2244.3059
10106,C2922,採礦及營造用機械設備製造業,0,12.572
10106,C2929,未分類其他專用機械設備製造業,4,906.9196
10106,C2936,事務機械設備製造業,14,1984.9232
10106,C3030,汽車零件製造業,0,182.454
10106,C3110,船舶及其零件製造業,1,268.2074
10106,C3132,自行車零件製造業,1,30.409
10106,C3313,樂器製造業,3,106.4315
10106,C3321,眼鏡製造業,1,30.409
10106,C3329,其他醫療器材及用品製造業,1,48.6544
10106,C3399,其他未分類製造業,3,220.6934
10106,C3400,產業用機械設備維修及安裝業,0,209.8221
10106,F4100,建築工程業,0,6678
10106,F4331,機電、電信及電路設備安裝業,7,2511.7835
10106,G45,批發業,3,6974.1715
10106,G4520,綜合商品批發業,1,8432
10106,G4533,活動物批發業,0,182.454
10106,G4541,蔬果批發業,1,8.6458
10106,G4543,水產品批發業,2,235.6698
10106,G4551,布疋批發業,9,1540.2159
10106,G4562,家具批發業,1,470.8211
10106,G4566,珠寶及貴金屬製品批發業,1,30.409
10106,G4567,清潔用品批發業,9,51.6954
10106,G4572,化粧品批發業,6,168.77
10106,G4581,書籍、文具批發業,0,300.9615
10106,G4641,電腦及其週邊設備、軟體批發業,14,10667.6797
10106,G4642,電子設備及其零組件批發業,1,31.0172
10106,G4643,農用及工業用機械設備批發業,0,608.18
10106,G4644,辦公用機械器具批發業,1,304.09
10106,G4649,其他機械器具批發業,1,18.2454
10106,G4653,汽機車零配件、用品批發業,2,3101.7181
10106,G4711,食品飲料為主之綜合商品零售業,7,1702.6468
10106,G4719,其他綜合商品零售業,1,209.8221
10106,G4729,其他食品及飲料、菸草製品零售業,0,69.9407
10106,G4741,家庭電器零售業,0,9.2757
10106,G4749,其他家庭器具及用品零售業,1,15.2045
10106,G4752,化粧品零售業,1,152.045
10106,G4831,電腦及其週邊設備、軟體零售業,0,26.679
10106,G4843,汽機車零配件、用品零售業,1,15.2045
10106,G4879,未分類其他無店面零售業,4,231.1084
10106,H5232,海洋貨運承攬業,2,308.3473
10106,H5301,普通倉儲業,1,42420.5565
10106,I5610,餐館業,18,3782.1914
10106,I5690,其他餐飲業,4,232.8691
10106,J5812,雜誌（期刊）出版業,1,30.409
10106,J5813,書籍出版業,0,209.8221
10106,J5819,其他出版業,1,4.5614
10106,J5820,軟體出版業,3,1391.2118
10106,J6100,電信業,1,121.636
10106,J6202,電腦系統整合服務業,0,692.0304
10106,J6209,其他電腦系統設計服務業,0,27.3654
10106,J6312,資料處理、網站代管及相關服務業,1,7.6023
10106,J6399,未分類其他資訊供應服務業,2,3.0409
10106,K6412,銀行業,0,6046.7837
10106,K6420,金融控股業,0,13217.1065
10106,K6510,人身保險業,0,29809.0314
10106,K6619,其他證券業,2,6.0818
10106,K6631,投資顧問業,13,3360.0772
10106,K6639,其他金融輔助業,0,17029.0406
10106,L6700,不動產開發業,2,3984.589
10106,L6811,不動產租售業,3,5999.6959
10106,L6891,不動產管理業,0,182.454
10106,M7020,管理顧問業,5,517.2222
10106,M7129,其他技術檢測及分析服務業,0,376
10106,M7311,一般廣告業,1,973.6962
10106,M7401,室內設計業,5,65.3794
10106,M7409,其他專門設計服務業,0,0.0511
10106,M7602,翻譯服務業,1,15.2045
10106,N7719,其他機械設備租賃業,1,21.2863
10106,N7900,旅行業,3,121.636
10106,N8202,會議及展覽服務業,2,31950.7374
10106,P8571,外語教育服務業,2,0.0608
10106,R9039,其他藝術表演輔助服務業,1,15.2045
10106,S0000,,3,7242.7425
10107,C0850,乳品製造業,0,143.6825
10107,C087,動物飼料配製業,0,27.8242
10107,C0891,烘焙炊蒸食品製造業,1,3998.7836
10107,C0899,未分類其他食品製造業,9,945.9632
10107,C1233,紡織帽製造業,0,608.18
10107,C1611,印刷業,1,15.2045
10107,C1810,基本化學材料製造業,2,18218.4937
10107,C1830,肥料製造業,1,30.409
10107,C1841,合成樹脂及塑膠製造業,2,14400.9427
10107,C1842,合成橡膠製造業,0,3494.2913
10107,C1920,塗料、染料及顏料製造業,0,930.5154
10107,C1940,化粧品製造業,1,323.0956
10107,C1990,其他化學製品製造業,0,4279.4743
10107,C2003,生物藥品製造業,2,1368.405
10107,C2005,體外檢驗試劑製造業,0,111.6619
10107,C2204,工業用塑膠製品製造業,1,1368.405
10107,C2209,其他塑膠製品製造業,0,608.18
10107,C2531,鍋爐、金屬貯槽及壓力容器製造業,0,68.4203
10107,C2591,螺絲、螺帽及鉚釘製造業,1,106.4315
10107,C2611,積體電路製造業,0,2400.6441
10107,C2639,,0,55
10107,C2692,電子管製造業,0,76261.2133
10107,C2699,未分類其他電子零組件製造業,13,50397.6053
10107,C2711,電腦製造業,1,9349.2462
10107,C2719,其他電腦週邊設備製造業,0,152.045
10107,C2721,電話及手機製造業,1,122.2442
10107,C2752,鐘錶製造業,1,2225.6348
10107,C2779,其他光學儀器及設備製造業,0,729.8157
10107,C2810,發電、輸電、配電機械製造業,0,8970.6553
10107,C2831,電線及電纜製造業,1,304.3004
10107,C2842,照明器具製造業,7,1803.2537
10107,C2859,其他家用電器製造業,3,152.3491
10107,C2890,其他電力設備製造業,1,1866
10107,C2922,採礦及營造用機械設備製造業,0,198.9478
10107,C2928,電子及半導體生產用機械設備製造業,0,54.643
10107,C2929,未分類其他專用機械設備製造業,13,30608.4923
10107,C2936,事務機械設備製造業,4,4515.7366
10107,C2939,其他通用機械設備製造業,1,96
10107,C3010,汽車製造業,0,644.1229
10107,C3132,自行車零件製造業,1,9.0893
10107,C3190,未分類其他運輸工具及零件製造業,2,182.454
10107,C3211,木製家具製造業,0,87.5779
10107,C3313,樂器製造業,2,215.9039
10107,C3329,其他醫療器材及用品製造業,4,1533.5791
10107,C3399,其他未分類製造業,4,92.1625
10107,D3510,電力供應業,0,1734.5295
10107,E3700,廢（污）水處理業,0,354.0046
10107,F4331,機電、電信及電路設備安裝業,2,956.3631
10107,F4332,冷凍、空調及管道工程業,0,99.1029
10107,G45,批發業,3,483.5335
10107,G4520,綜合商品批發業,6,9294
10107,G4543,水產品批發業,1,10.6432
10107,G4546,菸酒批發業,5,136.8405
10107,G4551,布疋批發業,6,864.832
10107,G4561,家庭電器批發業,0,602.0982
10107,G4567,清潔用品批發業,3,13.6841
10107,G4571,藥品及醫療用品批發業,1,6834.8084
10107,G4572,化粧品批發業,7,153.5655
10107,G4615,金屬建材批發業,2,17899.1485
10107,G4619,其他建材批發業,1,20.6173
10107,G4621,化學原料批發業,1,8696.9743
10107,G4622,化學製品批發業,1,465.2577
10107,G4641,電腦及其週邊設備、軟體批發業,16,3333.0902
10107,G4642,電子設備及其零組件批發業,1,311.9076
10107,G4643,農用及工業用機械設備批發業,0,2542.9241
10107,G4644,辦公用機械器具批發業,0,108.2071
10107,G4651,汽車批發業,1,486.544
10107,G4652,機車批發業,0,20.922
10107,G4699,未分類其他專賣批發業,0,220.201
10107,G4711,食品飲料為主之綜合商品零售業,22,2409.5545
10107,G4719,其他綜合商品零售業,2,32183.8772
10107,G4731,布疋零售業,3,33.4499
10107,G4741,家庭電器零售業,0,364.908
10107,G4743,家飾品零售業,0,26.8207
10107,H5020,內河及湖泊水運業,0,49.962
10107,H5233,航空貨運承攬業,3,152.045
10107,H5301,普通倉儲業,2,1449.5971
10107,I5510,短期住宿服務業,0,1277.178
10107,I5610,餐館業,16,2265.8963
10107,J5812,雜誌（期刊）出版業,1,9.1227
10107,J5819,其他出版業,1,15.2045
10107,J5911,影片製作業,2,7500.7897
10107,J6201,電腦軟體設計業,1,304.09
10107,J6202,電腦系統整合服務業,0,8.3914
10107,J6312,資料處理、網站代管及相關服務業,1,30.409
10107,J6399,未分類其他資訊供應服務業,1,17
10107,K6412,銀行業,0,894.5014
10107,K6420,金融控股業,0,4561.3502
10107,K6510,人身保險業,0,16329
10107,K6619,其他證券業,6,18.2454
10107,K6631,投資顧問業,31,29395.3416
10107,K6632,信託服務業,0,391.6679
10107,K6639,其他金融輔助業,0,2059.0532
10107,K6640,基金管理業,0,2538.4985
10107,L6700,不動產開發業,0,745.5694
10107,L6811,不動產租售業,3,6371.9963
10107,M7020,管理顧問業,11,2185.3592
10107,M7111,建築服務業,0,608.18
10107,M7112,工程服務及相關技術顧問業,0,2873.6202
10107,M7127,,0,1966
10107,M7311,一般廣告業,3,226.5471
10107,M7401,室內設計業,4,1002.9871
10107,M7409,其他專門設計服務業,1,210.8864
10107,M7602,翻譯服務業,5,52.9117
10107,M7609,未分類其他專業、科學及技術服務業,2,608.18
10107,N7713,辦公用機械設備租賃業,0,6385.8902
10107,N7721,汽車租賃業,0,937.9805
10107,N7722,船舶租賃業,1,335.1704
10107,Q8699,未分類其他醫療保健服務業,1,4.5614
10107,R9020,藝術表演業,0,1.8245
10107,R9319,其他運動服務業,1,673.0818
10107,S0000,,0,267.5992
10107,S9620,理髮及美容業,0,26.1517
10108,B0700,其他礦業及土石採取業,0,505.945
10108,C0870,動物飼料配製業,1,9122.7003
10108,C0894,糖果製造業,0,224.4488
10108,C0899,未分類其他食品製造業,1,167.2495
10108,C1239,其他服飾品製造業,0,20374.0307
10108,C1599,未分類其他紙製品製造業,0,19.7108
10108,C1611,印刷業,2,51.3032
10108,C1810,基本化學材料製造業,0,1378.1663
10108,C182,石油化工原料製造業,0,11711.8209
10108,C1842,合成橡膠製造業,0,1282.9512
10108,C1990,其他化學製品製造業,0,9331.7627
10108,C2002,西藥製造業,8,12215.3953
10108,C2201,塑膠皮、板、管材製造業,1,4865.4402
10108,C2204,工業用塑膠製品製造業,0,206.167
10108,C2319,其他玻璃及其製品製造業,3,906.3062
10108,C2329,其他陶瓷製品製造業,1,304.09
10108,C2411,鋼鐵冶鍊業,1,6081.8002
10108,C2512,金屬模具製造業,0,522.0696
10108,C2611,積體電路製造業,0,258.4765
10108,C2692,電子管製造業,1,2467.7972
10108,C2699,未分類其他電子零組件製造業,13,12684.9625
10108,C2711,電腦製造業,1,0.3041
10108,C2719,其他電腦週邊設備製造業,0,59.9665
10108,C2721,電話及手機製造業,0,50.5413
10108,C2779,其他光學儀器及設備製造業,2,173.3314
10108,C281,發電、輸電、配電機械製造業,0,3.9951
10108,C2810,發電、輸電、配電機械製造業,1,7146.1153
